user_id,product_id,event_type,timestamp,event_date,product_name,category,price,rating
U1120,P125,view,2025-04-25 23:02:11.196150,2025-04-25,Breville Espresso Machine,Home Appliances,376.48,3.4
U1455,P136,view,2025-04-17 04:34:11.617455,2025-04-17,Gucci Sneakers,Clothing,877.6,3.6
U1304,P102,purchase,2025-03-24 17:15:45.254525,2025-03-24,Google Pixel 7,Phones,739.11,4.4
U1214,P142,purchase,2025-03-07 03:38:01.465025,2025-03-07,Oats,Grocery,405.41,3.4
U1267,P120,purchase,2025-04-08 08:01:26.305066,2025-04-08,Samsung 4K LED TV,Home Appliances,707.53,3.1
U1104,P142,purchase,2025-03-13 02:29:30.809802,2025-03-13,Oats,Grocery,405.41,3.4
U1122,P116,cart,2025-03-17 10:33:41.998853,2025-03-17,MacBook Air M2,Laptops,540.87,4.9
U1343,P141,view,2025-04-20 11:48:01.761254,2025-04-20,Brown Bread,Grocery,588.74,4.8
U1161,P159,purchase,2025-04-17 06:14:45.530533,2025-04-17,Yogurt,Grocery,612.88,3.3
U1037,P100,cart,2025-04-15 01:23:08.876793,2025-04-15,iPhone 14,Phones,643.03,3.1
U1288,P106,view,2025-03-08 12:07:51.070591,2025-03-08,iPhone 13,Phones,36.27,3.4
U1109,P132,view,2025-03-22 23:43:57.612988,2025-03-22,Levi’s 501 Jeans,Clothing,844.42,4.6
U1477,P122,purchase,2025-04-06 09:33:04.082003,2025-04-06,Whirlpool Refrigerator,Home Appliances,88.99,3.5
U1450,P115,cart,2025-04-04 08:04:52.795614,2025-04-04,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1080,P128,purchase,2025-04-25 12:51:29.578616,2025-04-25,Ninja Air Fryer,Home Appliances,179.43,4.5
U1360,P119,purchase,2025-03-27 22:42:46.561867,2025-03-27,Razer Blade 15,Laptops,863.09,4.2
U1413,P141,purchase,2025-03-16 00:42:56.036527,2025-03-16,Brown Bread,Grocery,588.74,4.8
U1341,P152,purchase,2025-03-15 13:56:11.711865,2025-03-15,Chicken Breast,Grocery,274.16,4.3
U1477,P142,view,2025-03-17 13:51:19.822626,2025-03-17,Oats,Grocery,405.41,3.4
U1449,P108,view,2025-04-14 10:05:02.478085,2025-04-14,Realme GT 2 Pro,Phones,228.24,4.2
U1455,P106,purchase,2025-04-19 19:27:54.397213,2025-04-19,iPhone 13,Phones,36.27,3.4
U1079,P117,view,2025-04-14 22:02:27.765872,2025-04-14,Alienware X17,Laptops,384.75,4.1
U1107,P145,cart,2025-02-28 03:04:25.423490,2025-02-28,Bananas,Grocery,118.55,4.3
U1351,P140,purchase,2025-04-24 15:49:48.214264,2025-04-24,Organic Avocados,Grocery,565.75,3.5
U1258,P131,view,2025-04-21 23:34:32.642280,2025-04-21,Adidas Ultraboost,Clothing,561.38,4.4
U1464,P154,view,2025-03-12 23:36:00.040143,2025-03-12,Frozen Peas,Grocery,459.19,4.9
U1324,P127,purchase,2025-03-14 12:51:37.776246,2025-03-14,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1022,P100,cart,2025-03-03 10:58:25.965899,2025-03-03,iPhone 14,Phones,643.03,3.1
U1066,P140,purchase,2025-04-06 06:05:01.334673,2025-04-06,Organic Avocados,Grocery,565.75,3.5
U1082,P147,cart,2025-03-05 21:21:36.770070,2025-03-05,Milk,Grocery,72.89,3.8
U1361,P127,purchase,2025-02-27 09:09:22.048058,2025-02-27,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1057,P104,purchase,2025-04-27 09:58:25.051842,2025-04-27,Xiaomi Redmi Note 12,Phones,427.7,3.1
U1353,P157,view,2025-04-12 03:51:05.805206,2025-04-12,Cucumber,Grocery,913.5,4.7
U1018,P153,cart,2025-03-31 10:28:37.263371,2025-03-31,Canned Beans,Grocery,120.44,3.9
U1282,P109,cart,2025-04-14 16:52:56.534228,2025-04-14,Oppo Find X5,Phones,811.34,3.0
U1021,P119,cart,2025-03-02 12:46:42.422250,2025-03-02,Razer Blade 15,Laptops,863.09,4.2
U1477,P150,purchase,2025-04-12 00:19:57.713571,2025-04-12,Spinach,Grocery,21.37,4.4
U1020,P157,cart,2025-03-14 09:44:51.008572,2025-03-14,Cucumber,Grocery,913.5,4.7
U1349,P115,purchase,2025-03-21 18:03:41.093922,2025-03-21,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1181,P149,purchase,2025-03-23 11:23:29.671882,2025-03-23,Tomatoes,Grocery,971.37,4.7
U1447,P126,purchase,2025-03-05 10:44:55.913358,2025-03-05,KitchenAid Stand Mixer,Home Appliances,274.31,4.9
U1383,P109,purchase,2025-03-22 11:57:06.989039,2025-03-22,Oppo Find X5,Phones,811.34,3.0
U1121,P155,view,2025-02-27 09:31:18.485935,2025-02-27,Grapes,Grocery,877.09,3.5
U1409,P151,view,2025-03-02 06:12:13.376318,2025-03-02,Cheese,Grocery,684.89,4.1
U1211,P101,view,2025-03-23 11:17:43.623099,2025-03-23,Samsung Galaxy S23,Phones,282.28,3.4
U1473,P121,purchase,2025-04-07 10:48:22.956368,2025-04-07,LG Washing Machine,Home Appliances,235.62,3.6
U1210,P151,purchase,2025-03-28 05:11:19.952162,2025-03-28,Cheese,Grocery,684.89,4.1
U1376,P151,view,2025-04-13 09:57:58.111473,2025-04-13,Cheese,Grocery,684.89,4.1
U1081,P150,purchase,2025-03-29 06:48:58.256073,2025-03-29,Spinach,Grocery,21.37,4.4
U1195,P155,view,2025-03-14 01:15:55.155173,2025-03-14,Grapes,Grocery,877.09,3.5
U1240,P114,view,2025-04-08 00:38:42.658458,2025-04-08,Microsoft Surface Laptop 4,Laptops,849.02,4.2
U1470,P129,cart,2025-04-05 05:43:46.668488,2025-04-05,Vitamix Blender,Home Appliances,171.77,3.8
U1420,P150,purchase,2025-03-30 06:10:33.010077,2025-03-30,Spinach,Grocery,21.37,4.4
U1114,P101,purchase,2025-04-15 09:50:20.230351,2025-04-15,Samsung Galaxy S23,Phones,282.28,3.4
U1204,P121,view,2025-04-16 19:34:42.747634,2025-04-16,LG Washing Machine,Home Appliances,235.62,3.6
U1035,P149,view,2025-03-10 03:28:46.484267,2025-03-10,Tomatoes,Grocery,971.37,4.7
U1328,P132,cart,2025-04-27 11:15:31.890749,2025-04-27,Levi’s 501 Jeans,Clothing,844.42,4.6
U1431,P134,cart,2025-03-27 04:37:43.767946,2025-03-27,Zara Men’s Jacket,Clothing,322.3,3.5
U1014,P107,purchase,2025-04-13 15:48:08.824985,2025-04-13,Motorola Edge 30,Phones,653.39,4.1
U1133,P111,purchase,2025-03-04 22:57:45.670064,2025-03-04,Dell XPS 13,Laptops,346.85,3.3
U1135,P102,view,2025-03-20 19:45:22.891641,2025-03-20,Google Pixel 7,Phones,739.11,4.4
U1222,P122,purchase,2025-03-25 00:41:52.841952,2025-03-25,Whirlpool Refrigerator,Home Appliances,88.99,3.5
U1160,P127,purchase,2025-03-18 19:09:00.079862,2025-03-18,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1261,P107,cart,2025-03-25 22:29:05.897038,2025-03-25,Motorola Edge 30,Phones,653.39,4.1
U1295,P112,view,2025-04-09 03:14:05.486722,2025-04-09,HP Spectre x360,Laptops,957.64,3.7
U1362,P127,view,2025-03-27 22:29:19.071488,2025-03-27,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1473,P151,purchase,2025-03-05 01:57:40.928798,2025-03-05,Cheese,Grocery,684.89,4.1
U1368,P160,purchase,2025-03-01 09:49:50.820662,2025-03-01,Butter,Grocery,764.89,4.1
U1343,P112,cart,2025-04-10 18:27:57.924511,2025-04-10,HP Spectre x360,Laptops,957.64,3.7
U1035,P160,purchase,2025-03-09 23:58:14.044450,2025-03-09,Butter,Grocery,764.89,4.1
U1169,P139,cart,2025-03-17 01:37:54.099396,2025-03-17,Tommy Hilfiger Sweater,Clothing,272.23,3.5
U1434,P107,purchase,2025-03-10 15:59:24.023462,2025-03-10,Motorola Edge 30,Phones,653.39,4.1
U1153,P132,cart,2025-03-10 13:15:58.572638,2025-03-10,Levi’s 501 Jeans,Clothing,844.42,4.6
U1209,P120,cart,2025-03-29 11:51:50.360286,2025-03-29,Samsung 4K LED TV,Home Appliances,707.53,3.1
U1151,P135,view,2025-04-12 04:42:54.912447,2025-04-12,Uniqlo Women’s Dress,Clothing,218.87,4.9
U1215,P142,purchase,2025-04-13 17:19:50.082467,2025-04-13,Oats,Grocery,405.41,3.4
U1346,P147,purchase,2025-03-01 15:03:24.136380,2025-03-01,Milk,Grocery,72.89,3.8
U1315,P136,cart,2025-03-02 16:03:32.955952,2025-03-02,Gucci Sneakers,Clothing,877.6,3.6
U1280,P153,view,2025-02-27 13:26:53.352319,2025-02-27,Canned Beans,Grocery,120.44,3.9
U1146,P113,cart,2025-04-22 08:36:15.764849,2025-04-22,Lenovo ThinkPad X1 Carbon,Laptops,101.82,3.2
U1296,P138,purchase,2025-04-08 07:39:37.911753,2025-04-08,Lacoste Polo Shirt,Clothing,915.4,3.9
U1238,P128,cart,2025-03-04 11:17:37.516785,2025-03-04,Ninja Air Fryer,Home Appliances,179.43,4.5
U1109,P132,cart,2025-02-28 00:03:51.702116,2025-02-28,Levi’s 501 Jeans,Clothing,844.42,4.6
U1461,P150,purchase,2025-03-24 22:13:10.962173,2025-03-24,Spinach,Grocery,21.37,4.4
U1337,P105,view,2025-04-20 22:39:57.532353,2025-04-20,Samsung Galaxy Z Fold 5,Phones,226.45,4.0
U1339,P140,purchase,2025-03-24 14:22:42.024346,2025-03-24,Organic Avocados,Grocery,565.75,3.5
U1047,P152,purchase,2025-04-17 04:54:02.169794,2025-04-17,Chicken Breast,Grocery,274.16,4.3
U1120,P143,cart,2025-04-21 03:34:25.016874,2025-04-21,Olive Oil,Grocery,997.56,4.0
U1412,P112,view,2025-04-05 09:54:55.598458,2025-04-05,HP Spectre x360,Laptops,957.64,3.7
U1023,P115,purchase,2025-03-30 23:40:36.834192,2025-03-30,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1312,P154,purchase,2025-03-15 00:13:18.285852,2025-03-15,Frozen Peas,Grocery,459.19,4.9
U1233,P126,purchase,2025-03-13 08:58:47.821252,2025-03-13,KitchenAid Stand Mixer,Home Appliances,274.31,4.9
U1294,P112,purchase,2025-03-14 05:47:02.097229,2025-03-14,HP Spectre x360,Laptops,957.64,3.7
U1196,P131,cart,2025-03-05 17:39:35.558204,2025-03-05,Adidas Ultraboost,Clothing,561.38,4.4
U1075,P141,purchase,2025-04-22 11:11:57.244689,2025-04-22,Brown Bread,Grocery,588.74,4.8
U1457,P148,purchase,2025-04-02 04:19:19.976536,2025-04-02,Rice,Grocery,996.16,4.1
U1453,P106,purchase,2025-02-28 06:49:58.777396,2025-02-28,iPhone 13,Phones,36.27,3.4
U1112,P111,purchase,2025-03-09 21:18:55.346526,2025-03-09,Dell XPS 13,Laptops,346.85,3.3
U1356,P133,cart,2025-04-16 09:35:52.317293,2025-04-16,H&M Casual Shirt,Clothing,236.76,3.1
U1285,P115,purchase,2025-03-31 06:18:07.432565,2025-03-31,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1062,P129,view,2025-03-27 13:39:42.164106,2025-03-27,Vitamix Blender,Home Appliances,171.77,3.8
U1237,P142,purchase,2025-03-12 03:09:35.383822,2025-03-12,Oats,Grocery,405.41,3.4
U1286,P138,cart,2025-03-10 05:24:55.664891,2025-03-10,Lacoste Polo Shirt,Clothing,915.4,3.9
U1386,P157,cart,2025-03-10 04:21:03.345978,2025-03-10,Cucumber,Grocery,913.5,4.7
U1417,P146,purchase,2025-03-08 15:52:31.584549,2025-03-08,Eggs,Grocery,794.16,3.8
U1218,P153,purchase,2025-03-27 17:46:02.127526,2025-03-27,Canned Beans,Grocery,120.44,3.9
U1228,P157,view,2025-03-16 04:19:10.608280,2025-03-16,Cucumber,Grocery,913.5,4.7
U1441,P130,cart,2025-03-12 08:14:35.447253,2025-03-12,Nike Air Max,Clothing,989.63,4.3
U1384,P115,purchase,2025-04-09 16:00:05.544247,2025-04-09,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1141,P149,purchase,2025-03-25 10:39:18.043348,2025-03-25,Tomatoes,Grocery,971.37,4.7
U1248,P140,view,2025-04-07 23:46:34.198414,2025-04-07,Organic Avocados,Grocery,565.75,3.5
U1225,P104,purchase,2025-03-20 20:36:47.220597,2025-03-20,Xiaomi Redmi Note 12,Phones,427.7,3.1
U1120,P117,cart,2025-04-08 02:25:32.125104,2025-04-08,Alienware X17,Laptops,384.75,4.1
U1457,P134,view,2025-03-16 04:31:12.017924,2025-03-16,Zara Men’s Jacket,Clothing,322.3,3.5
U1077,P114,cart,2025-04-04 03:31:28.921416,2025-04-04,Microsoft Surface Laptop 4,Laptops,849.02,4.2
U1078,P145,view,2025-03-07 08:09:54.857770,2025-03-07,Bananas,Grocery,118.55,4.3
U1212,P126,cart,2025-02-27 11:15:54.145146,2025-02-27,KitchenAid Stand Mixer,Home Appliances,274.31,4.9
U1238,P126,view,2025-04-01 17:01:56.380517,2025-04-01,KitchenAid Stand Mixer,Home Appliances,274.31,4.9
U1426,P126,cart,2025-04-08 02:55:57.675816,2025-04-08,KitchenAid Stand Mixer,Home Appliances,274.31,4.9
U1394,P137,purchase,2025-03-24 14:08:51.548895,2025-03-24,Calvin Klein T-Shirt,Clothing,658.88,3.8
U1010,P154,purchase,2025-04-26 06:28:09.505933,2025-04-26,Frozen Peas,Grocery,459.19,4.9
U1294,P124,cart,2025-04-20 12:16:44.581410,2025-04-20,Dyson Vacuum Cleaner,Home Appliances,639.33,3.7
U1482,P122,view,2025-02-27 15:41:17.169519,2025-02-27,Whirlpool Refrigerator,Home Appliances,88.99,3.5
U1199,P154,purchase,2025-04-03 09:25:16.037241,2025-04-03,Frozen Peas,Grocery,459.19,4.9
U1427,P126,purchase,2025-04-13 01:42:21.980555,2025-04-13,KitchenAid Stand Mixer,Home Appliances,274.31,4.9
U1376,P134,purchase,2025-03-06 11:16:10.775525,2025-03-06,Zara Men’s Jacket,Clothing,322.3,3.5
U1459,P114,cart,2025-03-18 16:30:45.582744,2025-03-18,Microsoft Surface Laptop 4,Laptops,849.02,4.2
U1139,P127,cart,2025-04-10 17:04:41.573542,2025-04-10,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1199,P121,purchase,2025-04-22 21:00:22.761415,2025-04-22,LG Washing Machine,Home Appliances,235.62,3.6
U1408,P125,purchase,2025-03-26 19:04:13.007595,2025-03-26,Breville Espresso Machine,Home Appliances,376.48,3.4
U1430,P129,purchase,2025-04-15 18:07:31.355701,2025-04-15,Vitamix Blender,Home Appliances,171.77,3.8
U1318,P134,view,2025-03-25 23:27:05.823243,2025-03-25,Zara Men’s Jacket,Clothing,322.3,3.5
U1201,P137,purchase,2025-04-02 15:09:14.594539,2025-04-02,Calvin Klein T-Shirt,Clothing,658.88,3.8
U1013,P105,purchase,2025-03-24 16:57:36.770627,2025-03-24,Samsung Galaxy Z Fold 5,Phones,226.45,4.0
U1069,P155,cart,2025-03-22 02:08:47.450125,2025-03-22,Grapes,Grocery,877.09,3.5
U1025,P116,cart,2025-04-14 22:38:37.626618,2025-04-14,MacBook Air M2,Laptops,540.87,4.9
U1108,P129,cart,2025-04-19 04:35:08.257725,2025-04-19,Vitamix Blender,Home Appliances,171.77,3.8
U1389,P156,cart,2025-03-15 00:16:19.721642,2025-03-15,Carrots,Grocery,505.58,3.4
U1385,P160,purchase,2025-04-21 16:47:55.221757,2025-04-21,Butter,Grocery,764.89,4.1
U1129,P153,view,2025-03-04 23:07:43.545782,2025-03-04,Canned Beans,Grocery,120.44,3.9
U1009,P147,purchase,2025-03-01 10:28:30.191531,2025-03-01,Milk,Grocery,72.89,3.8
U1487,P122,view,2025-04-03 11:26:14.962373,2025-04-03,Whirlpool Refrigerator,Home Appliances,88.99,3.5
U1035,P149,purchase,2025-03-15 04:14:24.579672,2025-03-15,Tomatoes,Grocery,971.37,4.7
U1020,P148,view,2025-03-06 08:57:35.458538,2025-03-06,Rice,Grocery,996.16,4.1
U1126,P112,purchase,2025-04-25 15:17:42.725028,2025-04-25,HP Spectre x360,Laptops,957.64,3.7
U1318,P109,view,2025-03-13 07:10:51.863056,2025-03-13,Oppo Find X5,Phones,811.34,3.0
U1242,P142,view,2025-03-17 18:49:45.664940,2025-03-17,Oats,Grocery,405.41,3.4
U1485,P113,cart,2025-04-26 16:45:24.524897,2025-04-26,Lenovo ThinkPad X1 Carbon,Laptops,101.82,3.2
U1131,P149,cart,2025-02-27 06:54:45.795794,2025-02-27,Tomatoes,Grocery,971.37,4.7
U1310,P138,purchase,2025-04-09 18:33:00.405492,2025-04-09,Lacoste Polo Shirt,Clothing,915.4,3.9
U1367,P107,purchase,2025-04-04 23:04:31.347466,2025-04-04,Motorola Edge 30,Phones,653.39,4.1
U1083,P119,view,2025-03-11 07:39:44.224484,2025-03-11,Razer Blade 15,Laptops,863.09,4.2
U1013,P159,cart,2025-03-26 00:25:52.107773,2025-03-26,Yogurt,Grocery,612.88,3.3
U1346,P158,purchase,2025-03-26 03:30:29.934498,2025-03-26,Cereals,Grocery,305.46,4.3
U1203,P160,purchase,2025-04-15 06:06:23.546285,2025-04-15,Butter,Grocery,764.89,4.1
U1038,P137,purchase,2025-04-27 11:52:28.774823,2025-04-27,Calvin Klein T-Shirt,Clothing,658.88,3.8
U1321,P115,view,2025-03-10 21:07:39.649518,2025-03-10,Asus ROG Zephyrus G14,Laptops,809.06,4.5
U1395,P119,purchase,2025-03-11 20:05:33.265471,2025-03-11,Razer Blade 15,Laptops,863.09,4.2
U1307,P151,view,2025-04-02 21:19:41.630680,2025-04-02,Cheese,Grocery,684.89,4.1
U1289,P150,view,2025-03-30 20:05:22.355446,2025-03-30,Spinach,Grocery,21.37,4.4
U1272,P127,purchase,2025-04-02 02:01:03.897463,2025-04-02,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1035,P132,purchase,2025-04-01 16:34:50.722620,2025-04-01,Levi’s 501 Jeans,Clothing,844.42,4.6
U1006,P154,cart,2025-03-21 16:04:12.512845,2025-03-21,Frozen Peas,Grocery,459.19,4.9
U1250,P106,cart,2025-03-23 18:14:23.298024,2025-03-23,iPhone 13,Phones,36.27,3.4
U1185,P140,purchase,2025-03-28 07:34:18.455538,2025-03-28,Organic Avocados,Grocery,565.75,3.5
U1235,P145,view,2025-03-06 10:33:44.479027,2025-03-06,Bananas,Grocery,118.55,4.3
U1090,P146,purchase,2025-04-09 19:07:09.345523,2025-04-09,Eggs,Grocery,794.16,3.8
U1333,P117,purchase,2025-04-06 11:32:11.429729,2025-04-06,Alienware X17,Laptops,384.75,4.1
U1470,P134,purchase,2025-04-14 19:26:06.909967,2025-04-14,Zara Men’s Jacket,Clothing,322.3,3.5
U1238,P127,purchase,2025-03-06 16:25:11.621731,2025-03-06,Instant Pot Pressure Cooker,Home Appliances,651.56,4.2
U1303,P117,cart,2025-04-09 14:29:40.038563,2025-04-09,Alienware X17,Laptops,384.75,4.1
U1125,P153,purchase,2025-04-13 07:27:47.224208,2025-04-13,Canned Beans,Grocery,120.44,3.9
U1142,P156,cart,2025-03-07 20:03:35.744075,2025-03-07,Carrots,Grocery,505.58,3.4
U1384,P129,purchase,2025-04-24 17:41:11.131344,2025-04-24,Vitamix Blender,Home Appliances,171.77,3.8
U1342,P124,cart,2025-03-24 06:12:41.118771,2025-03-24,Dyson Vacuum Cleaner,Home Appliances,639.33,3.7
U1253,P154,cart,2025-03-22 19:26:30.129785,2025-03-22,Frozen Peas,Grocery,459.19,4.9
U1249,P113,cart,2025-03-27 23:53:18.152498,2025-03-27,Lenovo ThinkPad X1 Carbon,Laptops,101.82,3.2
U1132,P121,view,2025-03-22 00:53:47.982134,2025-03-22,LG Washing Machine,Home Appliances,235.62,3.6
U1305,P144,purchase,2025-03-13 08:29:34.070996,2025-03-13,Almonds,Grocery,100.0,3.1
U1284,P100,purchase,2025-03-23 09:14:02.540120,2025-03-23,iPhone 14,Phones,643.03,3.1
U1097,P105,view,2025-03-07 06:30:11.538706,2025-03-07,Samsung Galaxy Z Fold 5,Phones,226.45,4.0
U1208,P131,purchase,2025-04-05 21:14:46.658612,2025-04-05,Adidas Ultraboost,Clothing,561.38,4.4
U1123,P144,cart,2025-03-17 05:55:08.688298,2025-03-17,Almonds,Grocery,100.0,3.1
U1364,P131,cart,2025-04-25 01:24:03.581163,2025-04-25,Adidas Ultraboost,Clothing,561.38,4.4
U1008,P105,view,2025-03-20 07:06:52.452162,2025-03-20,Samsung Galaxy Z Fold 5,Phones,226.45,4.0
U1207,P144,view,2025-03-24 06:45:50.986798,2025-03-24,Almonds,Grocery,100.0,3.1
U1339,P137,cart,2025-04-20 02:55:11.760932,2025-04-20,Calvin Klein T-Shirt,Clothing,658.88,3.8
U1283,P133,cart,2025-03-10 18:19:54.400590,2025-03-10,H&M Casual Shirt,Clothing,236.76,3.1
U1381,P135,cart,2025-03-04 09:44:21.530391,2025-03-04,Uniqlo Women’s Dress,Clothing,218.87,4.9
U1359,P129,view,2025-04-19 23:30:35.027185,2025-04-19,Vitamix Blender,Home Appliances,171.77,3.8
U1128,P114,view,2025-03-30 18:40:43.655274,2025-03-30,Microsoft Surface Laptop 4,Laptops,849.02,4.2
U1098,P120,view,2025-04-19 19:04:49.118436,2025-04-19,Samsung 4K LED TV,Home Appliances,707.53,3.1
U1274,P160,purchase,2025-04-20 18:39:52.063165,2025-04-20,Butter,Grocery,764.89,4.1
U1094,P112,view,2025-03-30 06:41:17.609581,2025-03-30,HP Spectre x360,Laptops,957.64,3.7
U1247,P117,purchase,2025-04-05 23:31:24.987040,2025-04-05,Alienware X17,Laptops,384.75,4.1
